1 112261.409
4 28341.182
8 14456.483
12 9880.903
16 7836.143
24 6858.356
1 112344.342
4 28342.904
8 14437.712
12 9858.140
16 7904.276
24 6756.222
1 112307.745
4 28332.230
8 14422.563
12 9827.957
16 7903.143
24 6757.080
