1 27960.064
4 21531.409
8 12546.555
12 8594.278
16 6796.439
24 4905.212
1 27964.211
4 21495.597
8 12638.098
12 8596.329
16 6740.397
24 4814.741
1 27999.048
4 21534.512
8 12635.273
12 8578.245
16 6750.817
24 4826.431
