1 112285.626
4 86245.888
8 50460.698
12 34562.405
16 27013.405
24 18185.319
1 112357.303
4 86354.387
8 50338.810
12 34535.322
16 26934.971
24 18154.646
1 112344.670
4 86249.880
8 50351.548
12 34561.688
16 26947.511
24 18104.179
